,ci_test_results,z_test_results,z_test_p_values,mean_diff
901,True,False,0.661,-0.7
902,True,True,0.0217,14.3
903,True,False,0.0602,1.8
904,True,False,0.3263,0.5
905,True,False,0.1045,-70.3
906,True,False,0.2525,0.8
907,True,False,0.6935,-0.3
908,True,False,0.0604,1.5
909,True,False,0.3672,1.9
910,True,False,0.3685,-0.7
911,True,False,0.9155,0.1
912,True,False,0.6891,-0.5
913,True,False,0.2533,1.8
914,False,True,0.0,20.3
915,False,True,0.0008,-7.6
916,False,True,0.0,23.0
917,True,False,0.6387,-0.3
918,False,True,0.0,11.6
919,True,False,0.4227,-1.0
920,True,True,0.009,-8.2
921,True,False,0.4254,-1.1
922,False,True,0.0,-8.4
923,True,False,0.4269,1.2
924,True,False,0.4879,3.0
925,True,False,0.7301,0.4
926,True,True,0.0284,-3.4
927,True,False,0.2918,1.5
928,True,False,0.0966,-2.2
929,True,False,0.2884,-0.9
930,True,False,0.7847,-0.3
931,True,False,0.9985,-0.0
932,False,True,0.0,-5.6
933,True,False,0.1907,1.8
934,True,False,0.5805,-0.3
935,False,True,0.0,441.4
936,True,False,0.0997,-1.9
937,True,False,0.1573,-1.5
938,True,False,0.4099,-2.4
939,True,False,0.3019,2.2
940,True,True,0.0435,-2.4
941,True,False,0.0626,-1.5
942,True,False,0.2264,1.8
943,False,True,0.0,-8.5
944,True,False,0.9864,0.0
945,True,False,0.6768,0.3
946,True,False,0.4509,2.1
947,True,False,0.1436,-2.2
948,False,True,0.0,-231.7
949,True,False,0.1022,5.8
950,False,True,0.0006,-6.1
951,True,False,0.5991,0.7
952,True,False,0.7623,0.4
953,True,False,0.3964,-2.4
954,True,False,0.4453,-0.7
955,True,False,0.3664,-1.1
956,True,False,0.799,-0.3
957,True,False,0.8705,0.3
958,True,False,0.1272,1.2
959,False,True,0.0026,10.3
960,True,False,0.7254,0.1
961,False,True,0.0,-5.5
962,True,True,0.0372,2.2
963,True,True,0.0161,2.9
964,True,False,0.082,-1.9
965,False,True,0.0003,-8.1
966,True,False,0.5123,-0.9
967,True,False,0.3166,1.4
968,True,False,0.9416,-0.2
969,True,False,0.4259,-1.3
970,False,True,0.0,-27.9
971,False,True,0.0,-13.6
972,False,True,0.0,-3.5
973,False,True,0.0,4.5
974,True,False,0.2827,1.5
975,False,True,0.0,-10.3
976,True,False,0.6539,0.7
977,True,False,0.9858,0.0
978,False,True,0.0009,-3.4
979,True,False,0.5185,-0.8
980,True,False,0.1958,1.4
981,True,False,0.1007,2.6
982,True,False,0.184,1.4
983,False,True,0.0,-6.5
984,True,False,0.959,0.3
985,False,True,0.0,-9.3
986,True,True,0.0363,2.8
987,True,False,0.7952,-0.4
988,True,False,0.551,-1.0
989,True,False,0.3117,-1.9
990,True,False,0.0861,15.5
991,True,True,0.0303,9.0
992,False,True,0.0,4.0
993,True,False,0.265,1.4
994,True,False,0.7036,2.2
995,False,True,0.0,-16.4
996,True,False,0.7434,0.9
997,True,False,0.3659,0.5
998,True,False,0.95,0.1
999,True,False,0.5034,-1.8
1000,True,False,0.1571,-1.3
1001,False,True,0.0015,7.3
1002,True,False,0.7754,-1.2
1003,True,False,0.7746,-0.4
1004,True,False,0.2397,2.2
1005,False,True,0.0,-18.1
1006,True,False,0.3611,1.1
1007,True,False,0.9932,-0.0
1008,True,False,0.8047,0.4
1009,True,False,0.0945,2.1
1010,True,False,0.8802,0.2
1011,True,False,0.2296,-2.4
1012,True,True,0.0489,-4.1
1013,True,False,0.8793,-0.3
1014,True,False,0.4174,0.9
1015,False,True,0.0,-8.7
1016,True,False,0.2428,1.6
1017,True,False,0.1779,2.1
1018,True,False,0.8666,-0.1
1019,False,True,0.0012,-9.9
1020,True,True,0.0194,-3.9
1021,True,False,0.097,-2.6
1022,False,True,0.0,-3.1
1023,True,False,0.2286,1.8
1024,False,True,0.0041,2.6
1025,True,False,0.1963,2.8
1026,True,False,0.0516,-4.9
1027,True,False,0.7205,0.7
1028,True,False,0.556,1.3
1029,True,False,0.1555,2.0
1030,True,True,0.0445,-3.3
1031,True,False,0.7311,-0.2
1032,True,False,0.1388,-3.2
1033,True,False,0.934,0.0
1034,True,False,0.6391,-0.9
1035,True,False,0.4044,0.9
1036,True,False,0.2713,1.9
1037,True,False,0.5568,1.1
1038,True,False,0.5008,-8.0
1039,True,False,0.783,-0.3
1040,False,True,0.0,-8.1
1041,False,True,0.0004,-7.9
1042,True,False,0.2167,1.0
1043,True,False,0.2215,-0.7
1044,True,True,0.0426,2.2
1045,True,False,0.2049,-1.9
1046,True,False,0.247,-1.3
1047,True,False,0.7165,1.2
1048,True,False,0.9402,-0.2
1049,True,False,0.5318,-0.8
1050,True,True,0.019,2.6
1051,False,True,0.0,-9.7
1052,True,False,0.1483,0.9
1053,True,False,0.7807,-0.4
1054,True,False,0.1271,2.2
1055,True,False,0.4422,-0.3
1056,True,False,0.8388,-0.2
1057,True,False,0.9625,-0.1
1058,True,False,0.2295,1.1
1059,True,False,0.0801,4.8
1060,True,False,0.9037,-0.2
1061,False,True,0.0,-13.0
1062,True,False,0.1738,1.4
1063,True,False,0.4247,0.7
1064,True,False,0.3642,-0.7
1065,True,False,0.8104,0.4
1066,True,False,0.1493,-0.9
1067,False,True,0.0051,28.4
1068,True,False,0.6368,0.7
1069,False,True,0.0,-5.0
1070,True,True,0.0114,-3.4
1071,True,False,0.9454,-0.1
1072,True,False,0.1552,1.2
1073,True,False,0.4862,-0.4
1074,True,False,0.6611,0.3
1075,False,True,0.0,-5.8
1076,True,False,0.9973,0.0
1077,True,True,0.0186,3.4
1078,True,False,0.736,-0.4
1079,True,False,0.1205,2.2
1080,True,False,0.0942,-1.5
1081,True,True,0.0122,-3.7
1082,True,False,0.3613,0.7
1083,True,False,0.3187,0.9
1084,True,False,0.9171,0.2
1085,True,False,0.2905,1.1
1086,True,False,0.7464,0.2
1087,True,True,0.0116,3.0
1088,True,False,0.7007,0.3
1089,True,False,0.0597,-2.9
1090,True,False,0.3212,1.2
1091,True,False,0.8013,-0.3
1092,True,False,0.7666,0.4
1093,True,False,0.1876,2.6
1094,False,True,0.0,-10.8
1095,True,False,0.9599,-0.1
1096,False,True,0.0,-27.0
1097,True,False,0.0959,1.8
1098,True,False,0.5665,0.9
1099,False,True,0.0,520.7
1100,True,False,0.8074,-0.4
1101,True,False,0.762,-0.8
1102,False,True,0.0,26.5
1103,True,False,0.1688,0.7
1104,True,True,0.0268,5.0
1105,True,False,0.2486,1.2
1106,True,False,0.2543,1.7
1107,True,False,0.5079,1.6
1108,True,False,0.7183,0.3
1109,True,False,0.2059,0.3
1110,True,False,0.3372,0.5
1111,True,False,0.6514,-0.3
1112,True,False,0.3317,4.6
1113,True,False,0.6829,0.6
1114,False,True,0.0,-13.8
1115,True,False,0.5024,0.9
1116,False,True,0.0052,-6.3
1117,True,True,0.0457,-4.3
1118,True,False,0.4348,1.4
1119,True,False,0.8511,0.5
1120,True,True,0.022,4.4
1121,True,False,0.1183,1.8
1122,False,True,0.0,-13.7
1123,True,False,0.4948,-0.7
1124,True,False,0.3795,-0.8
1125,False,True,0.0026,4.3
1126,True,False,0.4198,0.7
1127,True,False,0.2083,-1.8
1128,False,True,0.0047,-4.2
1129,True,False,0.4923,-1.2
1130,True,False,0.1032,2.4
1131,True,False,0.3699,0.1
1132,True,False,0.4678,1.1
1133,False,True,0.0,-12.6
1134,True,False,0.3755,-1.4
1135,True,False,0.993,0.0
1136,True,True,0.0416,-2.0
1137,True,True,0.0081,-6.9
1138,True,False,0.703,-0.6
1139,True,False,0.4063,-0.8
1140,True,False,0.1436,2.5
1141,True,False,0.6187,1.0
1142,True,False,0.6621,-0.3
1143,True,False,0.3891,-0.9
1144,True,False,0.062,2.5
1145,True,False,0.6308,-2.0
1146,True,False,0.7497,-0.6
1147,True,False,0.7533,0.3
1148,True,False,0.8929,-0.2
1149,False,True,0.0,-5.4
1150,True,False,0.665,-0.6
1151,True,False,0.5737,0.4
1152,True,False,0.6796,-0.5
1153,True,False,0.3967,-0.2
1154,True,False,0.1189,4.6
1155,True,False,0.6994,-0.4
1156,True,False,0.4896,-0.5
1157,False,True,0.0048,-2.0
1158,True,False,0.5021,1.1
1159,True,False,0.7376,-0.8
1160,True,False,0.0825,3.2
1161,True,False,0.4759,-0.3
1162,False,True,0.0,-19.8
1163,True,False,0.3269,-1.6
1164,True,True,0.017,3.0
1165,True,False,0.3887,1.3
1166,False,True,0.0,-19.7
1167,True,False,0.2138,-1.3
1168,True,False,0.6312,0.3
1169,True,False,0.974,0.0
1170,False,True,0.0,-2.6
1171,True,False,0.3079,3.8
1172,True,False,0.9344,0.0
1173,True,False,0.8162,0.4
1174,True,True,0.0382,1.7
1175,False,True,0.0,405.0
1176,True,False,0.6758,0.3
1177,True,False,0.3347,-1.2
1178,True,False,0.4357,0.8
1179,True,False,0.4643,-0.2
1180,True,False,0.118,1.8
1181,True,False,0.4988,3.3
1182,True,False,0.4152,0.4
1183,False,True,0.0,-8.1
1184,False,True,0.0001,-14.7
1185,True,False,0.3561,-23.4
1186,True,True,0.0205,-4.0
1187,True,False,0.8146,0.4
1188,True,True,0.0077,-5.5
1189,True,False,0.0855,11.5
1190,True,False,0.1207,2.8
1191,True,True,0.0185,-1.0
1192,True,False,0.2003,1.4
1193,True,True,0.0116,-63.0
1194,True,True,0.0334,-5.4
1195,True,False,0.8628,-1.4
1196,True,True,0.0349,4.4
1197,False,True,0.0,-11.7
1198,True,False,0.6257,-0.3
1199,False,True,0.0002,-3.6
1200,True,False,0.5212,1.1
1201,False,True,0.0019,-3.6
1202,True,False,0.8229,-0.3
1203,False,True,0.0,-16.9
1204,True,False,0.1991,-2.8
1205,True,False,0.9223,0.4
1206,False,True,0.0034,12.8
1207,True,False,0.2575,2.0
1208,True,True,0.0327,-3.4
1209,True,False,0.5984,-0.8
1210,True,False,0.1764,-2.9
1211,False,True,0.004,-2.0
1212,True,False,0.7519,-0.4
1213,False,True,0.0,-43.3
1214,True,False,0.9393,0.1
1215,True,False,0.9371,-0.1
1216,False,True,0.0,55.6
1217,True,False,0.0876,1.6
1218,True,False,0.2833,1.5
1219,True,False,0.1254,2.0
1220,True,False,0.3987,1.4
1221,True,False,0.8123,-0.4
1222,True,False,0.2576,-1.4
1223,False,True,0.0,-11.7
1224,True,True,0.0257,-1.8
1225,True,False,0.0503,6.9
1226,True,False,0.3547,2.5
1227,True,False,0.148,-2.3
1228,True,False,0.1612,-1.5
1229,True,False,0.5426,1.1
1230,False,True,0.0,-45.2
1231,True,False,0.5074,1.0
1232,True,False,0.8739,0.1
1233,True,False,0.4922,0.7
1234,False,True,0.0,-4.6
1235,True,False,0.8325,0.2
1236,True,False,0.0544,10.6
1237,True,True,0.0298,-1.5
1238,False,True,0.0,-80.1
1239,True,True,0.049,-1.7
1240,True,False,0.1485,-1.4
1241,True,False,0.8052,-0.7
1242,True,False,0.2618,2.1
1243,True,False,0.4844,0.2
1244,True,False,0.237,2.6
1245,True,False,0.1095,1.7
1246,True,False,0.1076,-0.9
1247,True,False,0.1207,3.1
1248,True,False,0.33,-0.9
1249,True,False,0.8507,0.2
1250,True,False,0.3775,-0.6
1251,True,False,0.3139,-1.4
1252,True,False,0.1725,0.6
1253,True,False,0.2621,-0.6
1254,True,False,0.3594,-0.6
1255,True,False,0.2545,1.4
1256,True,False,0.4052,-3.4
1257,True,False,0.2827,1.8
1258,False,True,0.0001,-5.5
1259,True,False,0.9567,-0.0
1260,True,False,0.1305,-1.2
1261,False,True,0.0,-16.7
1262,True,False,0.0625,-2.9
1263,False,True,0.0005,6.2
1264,True,False,0.1482,1.9
1265,True,True,0.0177,-3.6
1266,True,False,0.1159,2.4
1267,True,True,0.0206,-17.0
1268,True,False,0.5077,0.8
1269,True,False,0.0992,2.4
1270,True,False,0.133,-1.0
1271,True,False,0.3776,1.6
1272,True,False,0.4644,-3.3
1273,True,False,0.2137,-3.1
1274,True,False,0.3569,1.0
1275,True,False,0.0748,1.7
1276,False,True,0.0016,-5.9
1277,True,True,0.0373,3.5
1278,True,False,0.3896,-1.7
1279,False,True,0.0,181.0
1280,False,True,0.0,-17.0
1281,True,False,0.108,-1.3
1282,False,True,0.0151,-2.7
1283,True,False,0.2642,0.9
1284,True,False,0.1136,0.8
1285,True,False,0.9185,-0.2
1286,True,False,0.0918,2.1
1287,True,True,0.0138,-1.3
1288,True,False,0.1276,-1.8
1289,True,False,0.8811,-0.2
1290,True,True,0.0148,4.2
1291,True,False,0.1418,-1.9
1292,True,False,0.0605,-1.2
1293,True,False,0.7157,-0.6
1294,True,False,0.9298,0.2
1295,False,True,0.0,57.5
1296,True,False,0.1534,1.3
1297,False,True,0.0,22.8
1298,True,False,0.1385,1.8
1299,True,False,0.5036,-1.0
1300,True,False,0.2774,0.9
1301,True,False,0.4497,-0.9
1302,True,False,0.2956,-1.4
1303,True,False,0.9106,-0.3
1304,True,False,0.0662,5.9
1305,False,True,0.0007,-4.2
1306,True,True,0.0079,2.4
1307,True,False,0.071,3.0
1308,True,False,0.8779,0.2
1309,True,False,0.1489,2.3
1310,True,False,0.5693,1.2
1311,True,True,0.0138,-7.1
1312,False,True,0.0001,-5.8
1313,False,True,0.0,-10.2
1314,True,False,0.3383,-1.7
1315,True,True,0.0438,-1.6
1316,True,False,0.3057,0.6
1317,True,False,0.1192,1.7
1318,True,False,0.1513,-17.5
1319,True,True,0.0118,-5.2
1320,True,False,0.5415,-0.5
1321,True,False,0.714,-1.8
1322,False,True,0.0032,-10.1
1323,False,True,0.0,-59.9
1324,True,False,0.2241,2.4
1325,True,False,0.6851,-0.6
1326,False,True,0.0,4.6
1327,False,True,0.0002,6.1
1328,True,False,0.1499,6.8
1329,True,False,0.2843,-1.4
1330,True,False,0.1917,2.0
1331,True,False,0.1932,9.6
1332,True,False,0.2597,-1.2
1333,True,False,0.6056,0.8
1334,True,False,0.3446,-1.3
1335,True,False,0.0537,-1.5
1336,True,False,0.0984,-2.0
1337,False,True,0.0015,-0.6
1338,True,False,0.8798,-0.2
1339,True,False,0.9604,0.1
1340,True,False,0.479,1.6
1341,True,False,0.4498,1.2
1342,True,True,0.044,-3.2
1343,True,False,0.2231,1.2
1344,True,False,0.2531,-1.1
1345,True,False,0.5198,-1.5
1346,True,False,0.963,0.1
1347,False,True,0.0123,3.1
1348,True,False,0.3375,-1.2
1349,True,True,0.0078,-4.0
1350,False,True,0.0,7.6
1351,True,False,0.426,-14.7
1352,True,False,0.6249,-0.3
1353,False,True,0.0,-38.9
1354,False,True,0.0,-8.9
1355,False,True,0.0,-7.1
1356,True,True,0.0199,-7.9
1357,True,False,0.5668,-0.8
1358,True,False,0.7977,-0.6
1359,False,True,0.0004,-9.4
1360,True,False,0.1129,-2.0
1361,False,True,0.0001,-5.2
1362,True,False,0.1381,2.2
1363,False,True,0.0,-6.6
1364,True,False,0.0804,-12.6
1365,True,False,0.4015,0.4
1366,True,False,0.1825,-2.3
1367,True,False,0.7521,0.5
1368,True,False,0.1244,1.3
1369,True,False,0.9473,-0.0
1370,True,False,0.9958,-0.0
1371,True,False,0.5008,-0.9
1372,False,True,0.0024,-4.3
1373,False,True,0.0,-10.2
1374,True,False,0.9236,0.1
1375,True,False,0.0961,-0.8
1376,True,False,0.1288,3.1
1377,True,True,0.0386,-0.9
1378,True,False,0.7093,-0.1
1379,True,False,0.2053,1.4
1380,True,False,0.8706,-0.3
1381,True,False,0.315,-1.1
1382,False,True,0.0,9.2
1383,False,True,0.0181,3.9
1384,True,False,0.7137,0.9
1385,False,True,0.0,-4.4
1386,True,False,0.4555,1.1
1387,False,True,0.0004,3.2
1388,True,True,0.0201,-19.0
1389,True,False,0.4637,-0.5
1390,True,False,0.1248,1.2
1391,False,True,0.0,-21.4
1392,True,False,0.1355,2.5
1393,True,False,0.3271,-2.4
1394,True,False,0.2022,1.5
1395,True,False,0.5248,2.0
1396,True,False,0.297,1.8
1397,True,False,0.7516,-0.5
1398,True,False,0.5158,0.6
1399,True,False,0.5205,-1.4
1400,False,True,0.0021,13.5
1401,True,False,0.7569,-0.6
1402,False,True,0.0,-6.1
1403,True,False,0.6902,0.4
1404,True,False,0.7696,0.2
1405,True,False,0.4055,0.7
1406,True,False,0.4897,-0.7
1407,True,False,0.1591,2.2
1408,False,True,0.0,13.5
1409,False,True,0.0004,-3.1
1410,True,False,0.7354,0.5
1411,True,False,0.8172,-0.1
1412,True,False,0.2169,-0.7
1413,True,False,0.6042,0.4
1414,True,True,0.0259,3.4
1415,False,True,0.0,-49.8
1416,False,True,0.0,42.6
1417,True,True,0.0343,-2.0
1418,False,True,0.0,-16.1
1419,True,False,0.5662,1.5
1420,False,True,0.0,-11.2
1421,True,False,0.6895,0.6
1422,True,False,0.1105,2.5
1423,True,False,0.2383,1.5
1424,False,True,0.0,-17.5
1425,True,False,0.1351,-2.7
1426,True,False,0.8242,0.3
1427,False,True,0.0,-7.9
1428,True,False,0.2741,2.5
1429,True,False,0.5256,0.5
1430,True,False,0.9918,0.0
1431,True,False,0.3781,3.5
1432,True,False,0.9173,-0.2
1433,True,False,0.9325,-0.0
1434,True,False,0.1985,1.2
1435,True,True,0.0413,-0.8
1436,True,False,0.292,1.1
1437,True,False,0.261,-1.3
1438,True,False,0.5648,1.2
1439,True,False,0.2135,1.1
1440,False,True,0.0,-52.5
1441,True,False,0.6439,0.4
1442,True,False,0.2472,1.2
1443,True,False,0.4356,-1.4
1444,True,False,0.7223,-1.3
1445,True,False,0.3704,1.5
1446,False,True,0.0,-11.5
1447,True,False,0.2131,1.2
1448,True,False,0.9869,0.1
1449,True,False,0.3238,-0.5
1450,True,False,0.3277,-32.5
1451,True,True,0.042,-2.6
1452,True,False,0.7844,0.3
1453,True,False,0.6157,0.8
1454,True,False,0.8488,0.3
1455,True,False,0.7408,0.3
1456,True,False,0.8567,-1.0
1457,True,False,0.2179,-1.7
1458,True,False,0.0648,3.4
1459,True,False,0.2518,1.8
1460,False,True,0.0031,-2.4
1461,True,True,0.0181,3.9
1462,True,True,0.0163,-5.7
1463,True,False,0.5804,0.5
1464,False,True,0.0,-52.7
1465,True,False,0.6596,-0.5
1466,True,False,0.6014,1.0
1467,True,False,0.727,0.4
1468,True,False,0.0849,3.2
1469,True,False,0.3998,-0.5
1470,True,False,0.7286,0.6
1471,True,False,0.2066,-0.9
1472,True,False,0.8449,-0.3
1473,True,False,0.3869,-0.4
1474,True,False,0.7691,0.8
1475,False,True,0.0009,-6.0
1476,True,False,0.1806,-0.8
1477,True,False,0.4435,-0.7
1478,False,True,0.0002,-2.1
1479,True,False,0.7673,-0.6
1480,True,False,0.6788,0.5
1481,True,False,0.2244,1.6
1482,False,True,0.0,-5.1
1483,True,False,0.1714,-1.3
1484,True,False,0.1276,0.7
1485,True,False,0.208,-1.2
1486,True,False,0.1039,2.2
1487,True,False,0.1931,-0.9
1488,True,False,0.439,0.7
1489,False,True,0.0,-4.4
1490,True,False,0.0706,-5.0
1491,True,False,0.5126,0.8
1492,True,True,0.0183,3.4
1493,True,False,0.6099,0.3
1494,True,False,0.5768,0.5
1495,True,False,0.938,-0.1
1496,True,True,0.0234,-3.3
1497,True,False,0.3082,-0.9
1498,True,True,0.0438,-1.6
1499,True,False,0.056,2.8
1500,True,False,0.1719,-1.2
1501,True,False,0.6589,-1.5
1502,True,False,0.0909,1.4
1503,True,False,0.6249,-1.1
1504,True,False,0.9209,0.2
1505,True,False,0.1355,-3.3
1506,True,False,0.7838,-0.1
1507,True,False,0.329,0.8
1508,True,True,0.0096,-42.6
1509,True,False,0.7995,-0.3
1510,True,False,0.3801,-1.5
1511,True,False,0.2255,-0.4
1512,True,False,0.9866,0.0
1513,True,False,0.3946,1.5
1514,True,False,0.0758,3.4
1515,False,True,0.0018,31.8
1516,True,True,0.0352,-1.3
1517,False,True,0.0,-39.9
1518,False,True,0.0,-14.0
1519,False,True,0.0,-19.6
1520,False,True,0.0,-6.3
1521,False,True,0.0076,-1.8
1522,True,True,0.0082,-1.2
1523,True,True,0.0151,-56.7
1524,True,True,0.0191,-5.6
1525,True,False,0.5097,-1.1
1526,True,False,0.063,-3.3
1527,False,True,0.0016,-3.7
1528,True,False,0.2811,0.4
1529,True,False,0.617,3.0
1530,True,False,0.5119,-1.0
1531,False,True,0.0024,-2.0
1532,True,True,0.0164,3.8
1533,False,True,0.0,-175.6
1534,False,True,0.0,-18.9
1535,False,True,0.0,-54.0
1536,True,False,0.4591,1.3
1537,True,False,0.9854,0.0
1538,True,True,0.0105,3.5
1539,False,True,0.0,679.8
1540,False,True,0.0,-11.7
1541,True,False,0.515,-0.8
1542,False,True,0.0,-17.7
1543,True,False,0.2263,-2.0
1544,False,True,0.0,-24.2
1545,True,False,0.6269,-0.4
1546,False,True,0.0038,2.4
1547,True,False,0.7435,-0.4
1548,True,False,0.5651,0.3
1549,True,False,0.4961,2.0
1550,False,True,0.0,-34.0
1551,True,False,0.3844,-1.7
1552,True,False,0.1524,-1.3
1553,False,True,0.0,501.2
1554,False,True,0.0,-35.0
1555,True,False,0.3806,1.1
1556,True,False,0.4975,3.9
1557,True,False,0.2884,1.0
1558,True,False,0.9691,-0.0
1559,False,True,0.0001,-10.8
1560,True,False,0.2103,1.1
1561,True,False,0.5797,0.6
1562,True,False,0.5762,-1.0
1563,True,False,0.158,3.0
1564,True,True,0.0449,54.0
1565,True,False,0.0547,-2.4
1566,True,False,0.4495,4.3
1567,True,True,0.0389,4.0
1568,True,False,0.5875,0.6
1569,True,False,0.2956,-1.7
1570,False,True,0.0005,-26.5
1571,True,False,0.4228,1.0
1572,False,True,0.0,-65.3
1573,True,False,0.9611,0.1
1574,True,False,0.1583,1.5
1575,True,True,0.0197,-4.6
1576,False,True,0.0,-29.8
1577,True,True,0.0335,-0.7
1578,True,False,0.1632,1.0
1579,True,False,0.3662,0.4
1580,False,True,0.0047,7.5
1581,True,False,0.2735,-2.0
1582,True,False,0.8473,-0.1
1583,True,False,0.2532,1.0
1584,False,True,0.0,-15.7
1585,True,False,0.9962,0.0
1586,True,False,0.1403,1.5
1587,True,False,0.3024,0.8
1588,True,False,0.2742,-1.2
1589,True,False,0.3923,0.9
1590,False,True,0.0,3.8
1591,False,True,0.0034,6.8
1592,True,False,0.1729,2.0
1593,True,False,0.1156,-15.3
1594,True,False,0.2977,10.4
1595,False,True,0.0,-6.3
1596,True,False,0.5011,-0.8
1597,True,True,0.0205,8.5
1598,True,True,0.0142,2.9
1599,True,False,0.9412,0.1
1600,True,False,0.0922,4.7
1601,True,False,0.1786,-0.6
1602,True,False,0.7475,0.7
1603,True,False,0.7299,-0.3
1604,True,False,0.4707,1.4
1605,True,False,0.4806,-0.2
1606,True,False,0.6106,-0.3
1607,True,False,0.4614,2.2
1608,True,False,0.4891,1.3
1609,True,False,0.2194,-2.2
1610,True,False,0.5883,0.6
1611,True,False,0.3338,1.3
1612,True,False,0.8845,0.2
1613,True,False,0.5977,0.6
1614,True,False,0.408,0.6
1615,True,False,0.5393,1.5
1616,True,False,0.3115,-0.9
1617,True,False,0.3305,1.2
1618,True,False,0.8983,-0.2
1619,True,False,0.3558,0.4
1620,True,False,0.4219,-0.2
1621,True,False,0.1728,-3.1
1622,True,False,0.1375,-2.0
1623,True,False,0.9552,-0.1
1624,True,False,0.5213,0.8
1625,True,False,0.3808,1.3
1626,True,False,0.3265,2.1
1627,True,False,0.1714,-2.2
1628,True,False,0.1065,-0.9
1629,True,False,0.1045,2.5
1630,False,True,0.0002,-3.7
1631,False,True,0.0,-9.4
1632,True,True,0.0145,-5.0
1633,True,False,0.3366,1.7
1634,True,False,0.4675,1.7
1635,True,False,0.17,2.0
1636,True,False,0.5233,-0.9
1637,True,False,0.2826,0.5
1638,True,False,0.8439,0.2
1639,False,True,0.0,-4.2
1640,False,True,0.0,-6.9
1641,False,True,0.0,33.1
1642,True,False,0.8476,0.3
1643,False,True,0.0037,-5.3
1644,False,True,0.0005,-2.7
1645,True,False,0.1465,2.4
1646,False,True,0.0047,5.3
1647,False,True,0.0,-20.4
1648,True,False,0.3591,2.8
1649,True,False,0.0702,-4.0
1650,True,False,0.3265,-1.2
1651,True,False,0.1288,4.4
1652,False,True,0.0,-20.7
1653,False,True,0.0,-13.7
1654,False,True,0.0,-17.3
1655,True,False,0.2472,1.8
1656,False,True,0.0,7.0
1657,True,False,0.348,1.4
1658,True,False,0.6579,0.2
1659,False,True,0.0,-63.8
1660,True,True,0.0219,6.7
1661,False,True,0.0014,-8.3
1662,True,False,0.898,-0.1
1663,True,False,0.0808,-4.1
1664,True,False,0.9267,-0.7
1665,True,False,0.4518,0.8
1666,True,False,0.1137,-1.1
1667,True,False,0.612,-0.6
1668,True,False,0.6587,0.5
1669,False,True,0.0,-13.3
1670,True,False,0.1381,-7.3
1671,True,True,0.0059,-4.0
1672,True,False,0.1787,1.7
1673,True,False,0.8514,0.3
1674,True,False,0.4536,-1.2
1675,True,False,0.3198,0.9
1676,True,False,0.0932,-1.7
1677,True,False,0.268,1.1
1678,True,False,0.7133,-1.4
1679,True,False,0.5105,0.7
1680,True,False,0.6095,0.8
1681,True,False,0.1434,-1.6
1682,True,False,0.1234,2.7
1683,False,True,0.0015,-3.6
1684,True,False,0.4872,0.8
1685,True,False,0.3212,-1.1
1686,True,False,0.7246,0.3
1687,False,True,0.0033,-2.6
1688,True,False,0.2815,0.6
1689,True,False,0.6565,0.7
1690,False,True,0.0044,-3.5
1691,True,False,0.7164,0.4
1692,True,True,0.0061,-4.6
1693,True,False,0.8275,-0.1
1694,True,False,0.4824,0.9
1695,True,True,0.0298,-0.6
1696,False,True,0.0002,3.5
1697,False,True,0.0,-8.0
1698,True,False,0.3731,-1.7
